Country Name,"Country Code","Series Name","Series Code","Time","Time Code","Value"
Afghanistan,"AFG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2020","YR2020","11.71"
Afghanistan,"AFG","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","2020","YR2020","16.053"
Afghanistan,"AFG","Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)","SL.UEM.NEET.ME.ZS","2020","YR2020","53.764"
Afghanistan,"AFG","Individuals using the Internet (% of population)","IT.NET.USER.ZS","2020","YR2020","17.04850006"
Afghanistan,"AFG","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","2020","YR2020","58.0461137722591"
Afghanistan,"AFG","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","2020","YR2020","0.0680079200431626"
Afghanistan,"AFG","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","2020","YR2020","34.861417801576"
Afghanistan,"AFG","Firms competing against unregistered firms (% of firms)","IC.FRM.CMPU.ZS","2020","YR2020","NA"
Afghanistan,"AFG","Time required to obtain an operating license (days)","IC.FRM.DURS","2020","YR2020","NA"
Afghanistan,"AFG","Bribery incidence (% of firms experiencing at least one bribe payment request)","IC.FRM.BRIB.ZS","2020","YR2020","NA"
Afghanistan,"AFG","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","2020","YR2020","NA"
Afghanistan,"AFG","Firms that are fully credit constrained (% of firms)","IC.FRM.CRDC.FL.ZS","2020","YR2020","NA"
Afghanistan,"AFG","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","2020","YR2020","NA"
Afghanistan,"AFG","Fuel exports (% of merchandise exports)","TX.VAL.FUEL.ZS.UN","2020","YR2020","NA"
Afghanistan,"AFG","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","2020","YR2020","NA"
Afghanistan,"AFG","Medium and high-tech exports (% manufactured exports)","TX.MNF.TECH.ZS.UN","2020","YR2020","0.340963989833073"
Afghanistan,"AFG","Travel services (% of commercial service exports)","TX.VAL.TRVL.ZS.WT","2020","YR2020","10.8039490963846"
Afghanistan,"AFG","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","2020","YR2020","5.08024772390036"
Afghanistan,"AFG","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","2020","YR2020","15.1208585304773"
Afghanistan,"AFG","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","2020","YR2020","0.228321083128007"
Afghanistan,"AFG","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","2020","YR2020","4.46339517540959"
Afghanistan,"AFG","Net ODA received (% of GNI)","DT.ODA.ODAT.GN.ZS","2020","YR2020","20.9414654233233"
Afghanistan,"AFG","Net ODA received (% of central government expense)","DT.ODA.ODAT.XP.ZS","2020","YR2020","NA"
Afghanistan,"AFG","Net ODA received (% of gross capital formation)","DT.ODA.ODAT.GI.ZS","2020","YR2020","183.461416060859"
Afghanistan,"AFG","Total reserves in months of imports","FI.RES.TOTL.MO","2020","YR2020","16.6316336551941"
Afghanistan,"AFG","Total reserves (% of total external debt)","FI.RES.TOTL.DT.ZS","2020","YR2020","320.681395865271"
Afghanistan,"AFG","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","2020","YR2020","-5.38251464221077"
Afghanistan,"AFG","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","2020","YR2020","22.1092193573017"
Afghanistan,"AFG","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","2020","YR2020","29.9755825210461"
Afghanistan,"AFG","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","2020","YR2020","-14.4125667930104"
Afghanistan,"AFG","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","2020","YR2020","NA"
Afghanistan,"AFG","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","2020","YR2020","36.0149650316607"
Afghanistan,"AFG","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","2020","YR2020","NA"
Afghanistan,"AFG","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","2020","YR2020","NA"
Afghanistan,"AFG","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","2020","YR2020","73.3"
Afghanistan,"AFG","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","2020","YR2020","54.75701944"
Afghanistan,"AFG","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","2020","YR2020","0.305978171646739"
Afghanistan,"AFG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","2020","YR2020","97.7"
Afghanistan,"AFG","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2020","YR2020","5.60188791482224"
Afghanistan,"AFG","Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+)","FX.OWN.TOTL.ZS","2020","YR2020","NA"
Afghanistan,"AFG","Average transaction cost of sending remittances to a specific country (%)","SI.RMT.COST.IB.ZS","2020","YR2020","9.029006"
Afghanistan,"AFG","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","2020","YR2020","NA"
Afghanistan,"AFG","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)","SG.TIM.UWRK.FE","2020","YR2020","NA"
Afghanistan,"AFG","Women who believe a husband is justified in beating his wife (any of five reasons) (%)","SG.VAW.REAS.ZS","2020","YR2020","NA"
Afghanistan,"AFG","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","2020","YR2020","27.0161290322581"
Afghanistan,"AFG","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","2020","YR2020","74.81396484"
Afghanistan,"AFG","Mortality rate, under-5 (per 1,000 live births)","SH.DYN.MORT","2020","YR2020","60.7"
Afghanistan,"AFG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","2020","YR2020","27.5"
Afghanistan,"AFG","UHC service coverage index","SH_UHC_SCI","2020","YR2020","42"
Afghanistan,"AFG","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","2020","YR2020","68.877"
Afghanistan,"AFG","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","2020","YR2020","634"
Afghanistan,"AFG","Population ages 0-14 (% of total population)","SP.POP.0014.TO.ZS","2020","YR2020","44.2241042439322"
Afghanistan,"AFG","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","2020","YR2020","2.37073382439812"
Albania,"ALB","Multidimensional poverty headcount ratio (UNDP & OPHI) (% of population)","SI.POV.MPUN","2020","YR2020","NA"
Albania,"ALB","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2020","YR2020","22"
Albania,"ALB","Poverty gap at $8.30 a day (2021 PPP) (%)","SI.POV.UMIC.GP","2020","YR2020","4.9"
Albania,"ALB","Proportion of population pushed into poverty (based on the societal poverty line) due to out-of-pocket health expenditure (%)","SH_UHC_FH40_PUSHED","2020","YR2020","NA"
Albania,"ALB","Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)","SE.LPV.PRIM","2020","YR2020","NA"
Albania,"ALB","Political Stability - Governance score (0-100)","GOV_WGI_PV_SC","2020","YR2020","65.8092347"
Albania,"ALB","Government Effectiveness - Governance score (0-100)","GOV_WGI_GE_SC","2020","YR2020","51.704282"
Albania,"ALB","Rule of Law - Governance score (0-100)","GOV_WGI_RL_SC","2020","YR2020","52.5460654"
Albania,"ALB","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","2020","YR2020","NA"
Albania,"ALB","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","2020","YR2020","NA"
Albania,"ALB","Control of Corruption - Governance score (0-100)","GOV_WGI_CC_SC","2020","YR2020","34.5069402"
Albania,"ALB","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","2020","YR2020","NA"
Albania,"ALB","Net migration","SM.POP.NETM","2020","YR2020","-16680"
Albania,"ALB","International migrant stock (% of population)","SM.POP.TOTL.ZS","2020","YR2020","1.7"
Albania,"ALB","Refugees under the mandate of the UNHCR by country or territory of origin","SM.POP.RHCR.EO","2020","YR2020","15523"
Albania,"ALB","Forcibly displaced people","SM.POP.FDIP","2020","YR2020","105"
Albania,"ALB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","2020","YR2020","83.4542023899143"
Albania,"ALB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","2020","YR2020","16.8955410663729"
Albania,"ALB","Social contributions (% of revenue)","GC.REV.SOCL.ZS","2020","YR2020","23.8399391762431"
Albania,"ALB","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","2020","YR2020","54.7006525481263"
Albania,"ALB","Interest payments (% of revenue)","GC.XPN.INTP.RV.ZS","2020","YR2020","8.52582072031223"
Albania,"ALB","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","2020","YR2020","2.12398982086583"
Albania,"ALB","Battle-related deaths (number of people)","VC.BTL.DETH","2020","YR2020","NA"
Albania,"ALB","Internally displaced persons, new displacement associated with conflict and violence (number of cases)","VC.IDP.NWCV","2020","YR2020","NA"
Albania,"ALB","Internally displaced persons, new displacement associated with disasters (number of cases)","VC.IDP.NWDS","2020","YR2020","NA"
Albania,"ALB","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","2020","YR2020","3.98075632132468"
Albania,"ALB","Children in employment, total (% of children ages 7-14)","SL.TLF.0714.ZS","2020","YR2020","NA"
Albania,"ALB","Vulnerable employment, total (% of total employment) (modeled ILO estimate)","SL.EMP.VULN.ZS","2020","YR2020","50.2974456373031"
Albania,"ALB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","2020","YR2020","52.458"
Albania,"ALB","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","2020","YR2020","35.8619163353667"
Albania,"ALB","GDP per person employed (constant 2021 PPP $)","SL.GDP.PCAP.EM.KD","2020","YR2020","38038.1499062976"
Albania,"ALB","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","2020","YR2020","69.039"
Albania,"ALB","Labor force with basic education (% of total working-age population with basic education)","SL.TLF.BASC.ZS","2020","YR2020","52.514"
Albania,"ALB","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","2020","YR2020","78.2274122314545"
Albania,"ALB","Coverage of social protection and labor programs (% of population)","per_allsp.cov_pop_tot","2020","YR2020","NA"
Albania,"ALB","Coverage of social safety net programs in poorest quintile (% of population)","per_sa_allsa.cov_q1_tot","2020","YR2020","NA"
Albania,"ALB","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot","2020","YR2020","NA"
Albania,"ALB","Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)","per_allsp.ben_q1_tot","2020","YR2020","NA"
Albania,"ALB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2020","YR2020","11.639"
Albania,"ALB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","2020","YR2020","26.422"
Albania,"ALB","Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)","SL.UEM.NEET.ME.ZS","2020","YR2020","26.943"
Albania,"ALB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","2020","YR2020","72.23767711"
Albania,"ALB","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","2020","YR2020","91.1880900599383"
Albania,"ALB","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","2020","YR2020","17.720931463387"
Albania,"ALB","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","2020","YR2020","993.086755679302"
Albania,"ALB","Firms competing against unregistered firms (% of firms)","IC.FRM.CMPU.ZS","2020","YR2020","NA"
Albania,"ALB","Time required to obtain an operating license (days)","IC.FRM.DURS","2020","YR2020","NA"
Albania,"ALB","Bribery incidence (% of firms experiencing at least one bribe payment request)","IC.FRM.BRIB.ZS","2020","YR2020","NA"
Albania,"ALB","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","2020","YR2020","1.43478966826539"
Albania,"ALB","Firms that are fully credit constrained (% of firms)","IC.FRM.CRDC.FL.ZS","2020","YR2020","NA"
Albania,"ALB","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","2020","YR2020","16.3673297212341"
Albania,"ALB","Fuel exports (% of merchandise exports)","TX.VAL.FUEL.ZS.UN","2020","YR2020","0.905736426979895"
Albania,"ALB","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","2020","YR2020","4.08685599913531"
Albania,"ALB","Medium and high-tech exports (% manufactured exports)","TX.MNF.TECH.ZS.UN","2020","YR2020","8.41383121228382"
Albania,"ALB","Travel services (% of commercial service exports)","TX.VAL.TRVL.ZS.WT","2020","YR2020","45.9503936148023"
Albania,"ALB","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","2020","YR2020","35.9164177962174"
Albania,"ALB","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","2020","YR2020","69.8900514825763"
Albania,"ALB","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","2020","YR2020","7.62963071603347"
Albania,"ALB","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","2020","YR2020","20.0048111185589"
Albania,"ALB","Net ODA received (% of GNI)","DT.ODA.ODAT.GN.ZS","2020","YR2020","2.07177284176107"
Albania,"ALB","Net ODA received (% of central government expense)","DT.ODA.ODAT.XP.ZS","2020","YR2020","8.28217310546383"
Albania,"ALB","Net ODA received (% of gross capital formation)","DT.ODA.ODAT.GI.ZS","2020","YR2020","7.77247111485025"
Albania,"ALB","Total reserves in months of imports","FI.RES.TOTL.MO","2020","YR2020","9.16482348389536"
Albania,"ALB","Total reserves (% of total external debt)","FI.RES.TOTL.DT.ZS","2020","YR2020","45.9777272627769"
Albania,"ALB","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","2020","YR2020","-1.81016536329729"
Albania,"ALB","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","2020","YR2020","13.6673304618118"
Albania,"ALB","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","2020","YR2020","18.8061378649169"
Albania,"ALB","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","2020","YR2020","11.7791568261453"
Albania,"ALB","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","2020","YR2020","3.96765995025635"
Albania,"ALB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","2020","YR2020","NA"
Albania,"ALB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","2020","YR2020","10.267430305481"
Albania,"ALB","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","2020","YR2020","NA"
Albania,"ALB","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","2020","YR2020","2.8"
Albania,"ALB","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","2020","YR2020","4.723557692"
Albania,"ALB","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","2020","YR2020","0.775369617467959"
Albania,"ALB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","2020","YR2020","100"
Albania,"ALB","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2020","YR2020","1.62088661717021"
Albania,"ALB","Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+)","FX.OWN.TOTL.ZS","2020","YR2020","NA"
Albania,"ALB","Average transaction cost of sending remittances to a specific country (%)","SI.RMT.COST.IB.ZS","2020","YR2020","7.1907825"
Albania,"ALB","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","2020","YR2020","7.65009174813949"
Albania,"ALB","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)","SG.TIM.UWRK.FE","2020","YR2020","NA"
Albania,"ALB","Women who believe a husband is justified in beating his wife (any of five reasons) (%)","SG.VAW.REAS.ZS","2020","YR2020","NA"
Albania,"ALB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","2020","YR2020","29.5081967213115"
Albania,"ALB","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","2020","YR2020","59.39613342"
Albania,"ALB","Mortality rate, under-5 (per 1,000 live births)","SH.DYN.MORT","2020","YR2020","9.4"
Albania,"ALB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","2020","YR2020","5.4"
Albania,"ALB","UHC service coverage index","SH_UHC_SCI","2020","YR2020","68"
Albania,"ALB","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","2020","YR2020","14.004"
Albania,"ALB","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","2020","YR2020","7"
Albania,"ALB","Population ages 0-14 (% of total population)","SP.POP.0014.TO.ZS","2020","YR2020","17.5219758955011"
Albania,"ALB","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","2020","YR2020","14.7670044100644"
Algeria,"DZA","Multidimensional poverty headcount ratio (UNDP & OPHI) (% of population)","SI.POV.MPUN","2020","YR2020","NA"
Algeria,"DZA","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2020","YR2020","NA"
Algeria,"DZA","Poverty gap at $8.30 a day (2021 PPP) (%)","SI.POV.UMIC.GP","2020","YR2020","NA"
Algeria,"DZA","Proportion of population pushed into poverty (based on the societal poverty line) due to out-of-pocket health expenditure (%)","SH_UHC_FH40_PUSHED","2020","YR2020","NA"
Algeria,"DZA","Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)","SE.LPV.PRIM","2020","YR2020","NA"
Algeria,"DZA","Political Stability - Governance score (0-100)","GOV_WGI_PV_SC","2020","YR2020","50.7988142"
Algeria,"DZA","Government Effectiveness - Governance score (0-100)","GOV_WGI_GE_SC","2020","YR2020","46.1037431"
Algeria,"DZA","Rule of Law - Governance score (0-100)","GOV_WGI_RL_SC","2020","YR2020","43.6316749"
Algeria,"DZA","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","2020","YR2020","NA"
Algeria,"DZA","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","2020","YR2020","NA"
Algeria,"DZA","Control of Corruption - Governance score (0-100)","GOV_WGI_CC_SC","2020","YR2020","34.9886078"
Algeria,"DZA","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","2020","YR2020","NA"
Algeria,"DZA","Net migration","SM.POP.NETM","2020","YR2020","-10798"
Algeria,"DZA","International migrant stock (% of population)","SM.POP.TOTL.ZS","2020","YR2020","0.6"
Algeria,"DZA","Refugees under the mandate of the UNHCR by country or territory of origin","SM.POP.RHCR.EO","2020","YR2020","4571"
Algeria,"DZA","Forcibly displaced people","SM.POP.FDIP","2020","YR2020","99775"
Algeria,"DZA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","2020","YR2020","NA"
Algeria,"DZA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","2020","YR2020","NA"
Algeria,"DZA","Social contributions (% of revenue)","GC.REV.SOCL.ZS","2020","YR2020","NA"
Algeria,"DZA","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","2020","YR2020","NA"
Algeria,"DZA","Interest payments (% of revenue)","GC.XPN.INTP.RV.ZS","2020","YR2020","NA"
Algeria,"DZA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","2020","YR2020","1.48494311952627"
Algeria,"DZA","Battle-related deaths (number of people)","VC.BTL.DETH","2020","YR2020","26"
Algeria,"DZA","Internally displaced persons, new displacement associated with conflict and violence (number of cases)","VC.IDP.NWCV","2020","YR2020","NA"
Algeria,"DZA","Internally displaced persons, new displacement associated with disasters (number of cases)","VC.IDP.NWDS","2020","YR2020","9600"
Algeria,"DZA","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","2020","YR2020","15.6940516491746"
Algeria,"DZA","Children in employment, total (% of children ages 7-14)","SL.TLF.0714.ZS","2020","YR2020","NA"
Algeria,"DZA","Vulnerable employment, total (% of total employment) (modeled ILO estimate)","SL.EMP.VULN.ZS","2020","YR2020","26.7323712355013"
Algeria,"DZA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","2020","YR2020","32.686"
Algeria,"DZA","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","2020","YR2020","10.4652281703881"
Algeria,"DZA","GDP per person employed (constant 2021 PPP $)","SL.GDP.PCAP.EM.KD","2020","YR2020","62792.5714798184"
Algeria,"DZA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","2020","YR2020","41.291"
Algeria,"DZA","Labor force with basic education (% of total working-age population with basic education)","SL.TLF.BASC.ZS","2020","YR2020","NA"
Algeria,"DZA","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","2020","YR2020","21.3554552952021"
Algeria,"DZA","Coverage of social protection and labor programs (% of population)","per_allsp.cov_pop_tot","2020","YR2020","NA"
Algeria,"DZA","Coverage of social safety net programs in poorest quintile (% of population)","per_sa_allsa.cov_q1_tot","2020","YR2020","NA"
Algeria,"DZA","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot","2020","YR2020","NA"
Algeria,"DZA","Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)","per_allsp.ben_q1_tot","2020","YR2020","NA"
Algeria,"DZA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2020","YR2020","14.08"
Algeria,"DZA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","2020","YR2020","35.767"
Algeria,"DZA","Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)","SL.UEM.NEET.ME.ZS","2020","YR2020","20.869"
Algeria,"DZA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","2020","YR2020","63.47269821"
Algeria,"DZA","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","2020","YR2020","103.436671524065"
Algeria,"DZA","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","2020","YR2020","8.6064465013707"
